,AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeInDays,Gender,IsDesexed,DayOfWeek,Month,Year,IsWeekend,Hour,TimeOfDay
25391,A669619,Lucy,24-12-13 16:59,Adoption,Dog,Spayed Female,1 year,Bruss Griffon Mix,Gray/White,365,Female,Yes,Tuesday,Dec,13,False,17,Evening
25392,A693908,None,19-12-14 11:46,Transfer,Dog,Neutered Male,2 years,Shih Tzu Mix,White/Brown,730,Male,Yes,Friday,Dec,14,False,12,Morning
25393,A699741,None,02-04-15 9:00,Transfer,Cat,Intact Female,8 months,Domestic Shorthair Mix,Black/White,240,Female,No,Thursday,Apr,15,False,9,Morning
25394,A706253,None,30-06-15 16:46,Adoption,Dog,Spayed Female,6 months,Boxer Mix,Brown,180,Female,Yes,Tuesday,Jun,15,False,17,Evening
25395,A673539,None,03-03-14 15:52,Transfer,Dog,Neutered Male,5 months,Australian Kelpie,Brown/White,150,Male,Yes,Monday,Mar,14,False,16,Afternoon
25396,A700604,None,18-04-15 18:49,Adoption,Dog,Neutered Male,2 months,Black Mouth Cur Mix,Brown/White,60,Male,Yes,Saturday,Apr,15,True,19,Evening
25397,A720198,Shadow,12-02-16 12:25,Adoption,Dog,Neutered Male,2 years,Labrador Retriever/Rottweiler,Black,730,Male,Yes,Friday,Feb,16,False,12,Morning
25398,A676386,Lilly,14-06-14 13:47,Adoption,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Blue,210,Female,Yes,Saturday,Jun,14,True,14,Afternoon
25399,A657774,Ottis,09-10-13 17:45,Return,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,365,Male,Yes,Wednesday,Oct,13,False,18,Evening
25400,A700347,Duke,30-04-15 14:06,Adoption,Dog,Neutered Male,2 years,Plott Hound Mix,Black,730,Male,Yes,Thursday,Apr,15,False,14,Afternoon
25401,A663552,Massimo,13-11-13 10:06,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,120,Male,Yes,Wednesday,Nov,13,False,10,Morning
25402,A719083,Boris,17-01-16 12:24,Transfer,Dog,Neutered Male,2 years,Dachshund/Chihuahua Shorthair,Tricolor,730,Male,Yes,Sunday,Jan,16,True,12,Morning
25403,A693742,None,14-12-14 9:00,Transfer,Cat,Intact Female,5 months,Domestic Shorthair Mix,Blue Tabby,150,Female,No,Sunday,Dec,14,True,9,Morning
25404,A715295,Eli,07-11-15 13:41,Return,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Brown/White,3650,Male,No,Saturday,Nov,15,True,14,Afternoon
25405,A713444,None,08-10-15 13:56,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,28,Male,No,Thursday,Oct,15,False,14,Afternoon
25406,A626774,Zoey,11-10-14 14:35,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,730,Female,Yes,Saturday,Oct,14,True,15,Afternoon
25407,A675405,Stella Luna,28-03-14 14:55,Return,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White,365,Female,Yes,Friday,Mar,14,False,15,Afternoon
25408,A670685,None,12-01-14 17:21,Euthanasia,Cat,Intact Male,3 months,Domestic Longhair Mix,Blue Tabby,90,Male,No,Sunday,Jan,14,True,17,Evening
25409,A673905,Jax,05-03-14 18:25,Return,Dog,Intact Male,5 months,Great Pyrenees Mix,White/Tan,150,Male,No,Wednesday,Mar,14,False,18,Evening
25410,A670077,Lucas,19-01-14 15:07,Transfer,Dog,Intact Male,1 year,Cardigan Welsh Corgi/Cocker Spaniel,Cream,365,Male,No,Sunday,Jan,14,True,15,Afternoon
25411,A673279,Charlie,22-02-14 15:29,Return,Dog,Neutered Male,6 years,Toy Poodle Mix,Buff,2190,Male,Yes,Saturday,Feb,14,True,15,Afternoon
25412,A667313,Luna,16-11-13 14:34,Return,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,White/Brown,730,Female,Yes,Saturday,Nov,13,True,15,Afternoon
25413,A691526,None,06-11-14 9:00,Transfer,Cat,Intact Female,6 months,Domestic Shorthair Mix,Tortie,180,Female,No,Thursday,Nov,14,False,9,Morning
25414,A681503,Louie,22-06-14 17:06,Transfer,Dog,Neutered Male,2 months,Australian Shepherd/Labrador Retriever,Sable/White,60,Male,Yes,Sunday,Jun,14,True,17,Evening
25415,A664996,None,15-10-13 13:30,Transfer,Dog,Intact Female,1 weeks,Australian Cattle Dog Mix,Tricolor,7,Female,No,Tuesday,Oct,13,False,14,Afternoon
25416,A664003,Knight,29-11-13 16:35,Adoption,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Tortie,240,Female,Yes,Friday,Nov,13,False,17,Evening
25417,A691084,None,30-10-14 10:37,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black,21,Unknown,Unknown,Thursday,Oct,14,False,11,Morning
25418,A711116,Ginger,07-09-15 17:14,Adoption,Dog,Spayed Female,2 months,Black Mouth Cur/Catahoula,Tan/White,60,Female,Yes,Monday,Sep,15,False,17,Evening
25419,A695382,Batman,29-01-15 11:14,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White,365,Male,Yes,Thursday,Jan,15,False,11,Morning
25420,A707967,Mandisa,04-08-15 18:52,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White,90,Female,Yes,Tuesday,Aug,15,False,19,Evening
25421,A688756,None,27-09-14 17:08,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Blue Tabby,60,Male,Yes,Saturday,Sep,14,True,17,Evening
25422,A714813,Daniella,01-11-15 12:14,Transfer,Dog,Intact Female,2 years,Shih Tzu,White/Black Brindle,730,Female,No,Sunday,Nov,15,True,12,Morning
25423,A687535,Dog,08-09-14 17:06,Return,Dog,Neutered Male,1 year,Boxer Mix,Fawn/White,365,Male,Yes,Monday,Sep,14,False,17,Evening
25424,A700158,None,20-06-15 7:57,Adoption,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Brown Tabby,90,Male,Yes,Saturday,Jun,15,True,8,Morning
25425,A674857,B.J.,30-03-14 17:51,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair/Cairn Terrier,Brown,60,Male,Yes,Sunday,Mar,14,True,18,Evening
25426,A681724,None,19-06-14 16:31,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,28,Male,No,Thursday,Jun,14,False,17,Evening
25427,A683066,Archie,20-08-14 9:24,Died,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,60,Male,Yes,Wednesday,Aug,14,False,9,Morning
25428,A672128,Bentley,14-02-14 10:58,Euthanasia,Dog,Neutered Male,6 years,Welsh Springer Spaniel Mix,White/Liver,2190,Male,Yes,Friday,Feb,14,False,11,Morning
25429,A690053,None,14-10-14 9:00,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue/White,120,Female,No,Tuesday,Oct,14,False,9,Morning
25430,A682766,Oreo,12-08-14 13:38,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White,730,Male,Yes,Tuesday,Aug,14,False,14,Afternoon
25431,A714716,Miley,06-11-15 16:34,Transfer,Dog,Spayed Female,6 years,Labrador Retriever Mix,Chocolate,2190,Female,Yes,Friday,Nov,15,False,17,Evening
25432,A696705,None,10-02-15 13:17,Euthanasia,Cat,Neutered Male,10 years,Domestic Longhair Mix,Cream Tabby,3650,Male,Yes,Tuesday,Feb,15,False,13,Afternoon
25433,A709100,None,08-08-15 17:50,Adoption,Dog,Spayed Female,4 months,Miniature Pinscher Mix,Black/Brown,120,Female,Yes,Saturday,Aug,15,True,18,Evening
25434,A697058,None,21-02-15 18:14,Adoption,Dog,Spayed Female,5 months,Chihuahua Shorthair/Cardigan Welsh Corgi,Brown/White,150,Female,Yes,Saturday,Feb,15,True,18,Evening
25435,A719014,None,17-01-16 13:17,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Brown Brindle/White,365,Female,Yes,Sunday,Jan,16,True,13,Afternoon
25436,A698187,None,13-03-15 16:06,Transfer,Dog,Intact Male,6 days,Rat Terrier Mix,White,6,Male,No,Friday,Mar,15,False,16,Afternoon
25437,A693899,Hickup,28-12-14 14:06,Transfer,Cat,Neutered Male,6 years,Domestic Shorthair Mix,White/Black,2190,Male,Yes,Sunday,Dec,14,True,14,Afternoon
25438,A714636,Matisse,27-10-15 9:00,Transfer,Cat,Intact Male,2 years,Domestic Medium Hair Mix,White,730,Male,No,Tuesday,Oct,15,False,9,Morning
25439,A699425,Moe,14-05-15 19:06,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby,60,Male,Yes,Thursday,May,15,False,19,Evening
25440,A720887,Luna,21-02-16 12:08,Adoption,Dog,Spayed Female,2 years,Chow Chow Mix,Black,730,Female,Yes,Sunday,Feb,16,True,12,Morning
25441,A694423,Star,24-01-15 11:39,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60,Female,Yes,Saturday,Jan,15,True,12,Morning
25442,A679695,Dasher,06-07-14 11:47,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,60,Female,No,Sunday,Jul,14,True,12,Morning
25443,A284639,Fatboy,28-01-14 13:17,Return,Dog,Neutered Male,11 years,German Shepherd Mix,Tan,4015,Male,Yes,Tuesday,Jan,14,False,13,Afternoon
25444,A672329,Zeda,13-02-14 15:07,Transfer,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black,1095,Female,Yes,Thursday,Feb,14,False,15,Afternoon
25445,A670239,None,05-01-14 15:12,Transfer,Dog,Unknown,2 days,Pit Bull Mix,Blue/White,2,Unknown,Unknown,Sunday,Jan,14,True,15,Afternoon
25446,A670078,Chata,12-01-14 17:34,Return,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White,730,Female,Yes,Sunday,Jan,14,True,18,Evening
25447,A668254,Butter,02-12-13 17:45,Return,Dog,Neutered Male,2 years,Boston Terrier Mix,Brown Brindle/White,730,Male,Yes,Monday,Dec,13,False,18,Evening
25448,A689217,Hot Dog,18-10-14 12:20,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog/Beagle,White/Red,365,Female,Yes,Saturday,Oct,14,True,12,Morning
25449,A675185,None,02-04-14 17:57,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black/White,7,Male,No,Wednesday,Apr,14,False,18,Evening
25450,A709081,Princess,08-08-15 12:15,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby,150,Female,Yes,Saturday,Aug,15,True,12,Morning
25451,A682797,Starburst,08-07-14 15:25,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby,60,Female,No,Tuesday,Jul,14,False,15,Afternoon
25452,A667521,Lacey,19-11-13 14:32,Return,Dog,Spayed Female,3 years,Border Terrier Mix,White/Tan,1095,Female,Yes,Tuesday,Nov,13,False,15,Afternoon
25453,A684528,Ruby,29-07-14 16:50,Adoption,Dog,Spayed Female,7 months,Chow Chow/Australian Cattle Dog,Tricolor,210,Female,Yes,Tuesday,Jul,14,False,17,Evening
25454,A667372,Jake,28-12-13 15:43,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,365,Male,Yes,Saturday,Dec,13,True,16,Afternoon
25455,A692109,Ada,18-11-14 18:04,Adoption,Dog,Spayed Female,2 years,German Shepherd Mix,Tricolor,730,Female,Yes,Tuesday,Nov,14,False,18,Evening
25456,A688805,Dexter,24-09-14 14:55,Return,Dog,Neutered Male,14 years,Dachshund Longhair Mix,Red,5110,Male,Yes,Wednesday,Sep,14,False,15,Afternoon
25457,A715572,Daisy,12-11-15 17:31,Adoption,Dog,Spayed Female,4 years,Pointer/Staffordshire,White/Tan,1460,Female,Yes,Thursday,Nov,15,False,18,Evening
25458,A706184,Kylie,01-07-15 17:13,Adoption,Dog,Spayed Female,1 year,Australian Shepherd Mix,Blue Merle,365,Female,Yes,Wednesday,Jul,15,False,17,Evening
25459,A678707,None,19-06-14 8:59,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,60,Female,Yes,Thursday,Jun,14,False,9,Morning
25460,A710325,None,21-08-15 16:59,Transfer,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Orange Tabby/White,21,Male,No,Friday,Aug,15,False,17,Evening
25461,A680273,Jake,01-06-14 11:18,Return,Dog,Intact Male,5 years,Doberman Pinsch Mix,Black/Tan,1825,Male,No,Sunday,Jun,14,True,11,Morning
25462,A459766,Joey,21-09-14 18:42,Return,Dog,Spayed Female,8 years,Beagle/German Shepherd,Brown/Black,2920,Female,Yes,Sunday,Sep,14,True,19,Evening
25463,A575322,Twix,27-07-14 18:48,Adoption,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico,1460,Female,Yes,Sunday,Jul,14,True,19,Evening
25464,A710842,Alphia,28-08-15 16:29,Return,Dog,Spayed Female,5 years,Papillon/Australian Cattle Dog,White/Red,1825,Female,Yes,Friday,Aug,15,False,16,Afternoon
25465,A718709,None,11-01-16 18:50,Transfer,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,90,Male,Yes,Monday,Jan,16,False,19,Evening
25466,A714808,None,29-10-15 9:00,Transfer,Cat,Intact Male,2 years,Domestic Longhair Mix,Blue Tabby,730,Male,No,Thursday,Oct,15,False,9,Morning
25467,A719059,Duke,12-01-16 15:47,Return,Dog,Neutered Male,12 years,Australian Cattle Dog Mix,Black/White,4380,Male,Yes,Tuesday,Jan,16,False,16,Afternoon
25468,A671307,Bubbles,16-03-14 17:27,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby,180,Male,Yes,Sunday,Mar,14,True,17,Evening
25469,A678833,None,13-05-14 13:03,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,21,Unknown,Unknown,Tuesday,May,14,False,13,Afternoon
25470,A703997,None,31-05-15 14:44,Transfer,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Blue,28,Unknown,Unknown,Sunday,May,15,True,15,Afternoon
25471,A701006,Scai,04-05-15 12:12,Adoption,Dog,Spayed Female,3 years,Pit Bull Mix,White,1095,Female,Yes,Monday,May,15,False,12,Morning
25472,A701125,Emma,23-05-15 14:38,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,60,Female,Yes,Saturday,May,15,True,15,Afternoon
25473,A678239,None,08-05-14 11:23,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,30,Female,No,Thursday,May,14,False,11,Morning
25474,A698643,Dudley,04-04-15 14:11,Transfer,Dog,Neutered Male,8 months,Anatol Shepherd/Redbone Hound,Brown/Black,240,Male,Yes,Saturday,Apr,15,True,14,Afternoon
25475,A710020,None,17-08-15 9:00,Transfer,Cat,Unknown,4 months,Domestic Shorthair Mix,Blue Tabby/White,120,Unknown,Unknown,Monday,Aug,15,False,9,Morning
25476,A692965,None,07-12-14 17:11,Adoption,Dog,Neutered Male,1 month,Labrador Retriever/Chinese Sharpei,White/Cream,30,Male,Yes,Sunday,Dec,14,True,17,Evening
25477,A664619,Lucas,08-10-13 19:01,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan,60,Male,Yes,Tuesday,Oct,13,False,19,Evening
25478,A685216,Daphne,23-10-14 12:04,Transfer,Dog,Spayed Female,2 years,Labrador Retriever Mix,White/Brown,730,Female,Yes,Thursday,Oct,14,False,12,Morning
25479,A718893,Redlei,09-01-16 12:35,Return,Dog,Spayed Female,1 year,English Bulldog Mix,Brown/White,365,Female,Yes,Saturday,Jan,16,True,13,Afternoon
25480,A661788,Taz,17-10-13 18:08,Return,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White,730,Male,Yes,Thursday,Oct,13,False,18,Evening
25481,A664121,Alvin,12-10-13 11:12,Transfer,Cat,Intact Male,10 months,Domestic Shorthair Mix,White,300,Male,No,Saturday,Oct,13,True,11,Morning
25482,A669971,Gracie,23-02-15 17:55,Adoption,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Red Merle/White,1095,Female,Yes,Monday,Feb,15,False,18,Evening
25483,A714648,Max,27-10-15 15:12,Return,Dog,Neutered Male,17 years,Miniature Poodle Mix,Black,6205,Male,Yes,Tuesday,Oct,15,False,15,Afternoon
25484,A671448,Xander,04-02-14 11:11,Return,Dog,Neutered Male,3 years,Pekingese Mix,Brown/White,1095,Male,Yes,Tuesday,Feb,14,False,11,Morning
25485,A667114,Princess,19-11-13 14:52,Adoption,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,White/Tan,365,Female,Yes,Tuesday,Nov,13,False,15,Afternoon
25486,A665635,None,21-10-13 15:37,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White,730,Unknown,Unknown,Monday,Oct,13,False,16,Afternoon
25487,A688385,Daisy,22-09-14 14:35,Transfer,Dog,Intact Female,3 months,Pit Bull Mix,Yellow Brindle/White,90,Female,No,Monday,Sep,14,False,15,Afternoon
25488,A720070,None,09-02-16 17:54,Adoption,Dog,Neutered Male,10 months,Pug Mix,White/Tan,300,Male,Yes,Tuesday,Feb,16,False,18,Evening
25489,A664658,Trey,02-11-13 18:16,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,60,Male,Yes,Saturday,Nov,13,True,18,Evening
25490,A688029,None,13-09-14 16:30,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,14,Male,No,Saturday,Sep,14,True,17,Evening
25491,A704915,Kenzi,13-06-15 12:43,Return,Dog,Spayed Female,3 years,Siberian Husky Mix,White/Black,1095,Female,Yes,Saturday,Jun,15,True,13,Afternoon
25492,A685387,Kyra,31-08-14 16:13,Adoption,Dog,Spayed Female,10 months,Pointer/Pit Bull,Black/White,300,Female,Yes,Sunday,Aug,14,True,16,Afternoon
25493,A678103,None,04-05-14 17:28,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Buff,7,Male,No,Sunday,May,14,True,17,Evening
25494,A686265,Mikey,22-04-15 17:04,Return,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Fawn/White,365,Male,Yes,Wednesday,Apr,15,False,17,Evening
25495,A702837,Trouble,18-07-15 18:34,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,60,Male,Yes,Saturday,Jul,15,True,19,Evening
25496,A639421,Wally,22-04-14 13:41,Return,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White,1095,Male,Yes,Tuesday,Apr,14,False,14,Afternoon
25497,A690365,Garfield,23-12-14 18:28,Adoption,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Orange Tabby,90,Male,Yes,Tuesday,Dec,14,False,18,Evening
25498,A703180,Maizy,25-05-15 17:16,Adoption,Dog,Spayed Female,5 months,Chihuahua Shorthair/Dachshund,White/Tan,150,Female,Yes,Monday,May,15,False,17,Evening
25499,A666973,Bohdi,25-01-15 12:51,Adoption,Dog,Neutered Male,2 years,Boxer Mix,Brown Brindle/White,730,Male,Yes,Sunday,Jan,15,True,13,Afternoon
25500,A700531,Juno,25-04-15 17:02,Return,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,730,Male,Yes,Saturday,Apr,15,True,17,Evening
25501,A672186,Faye,20-02-14 12:23,Transfer,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Fawn/Blue,30,Female,No,Thursday,Feb,14,False,12,Morning
25502,A692328,Tiger,23-11-14 15:29,Adoption,Dog,Neutered Male,2 months,Pit Bull Mix,Brown Brindle,60,Male,Yes,Sunday,Nov,14,True,15,Afternoon
25503,A690656,Bubba,03-11-14 12:40,Return,Dog,Neutered Male,6 years,Chihuahua Shorthair,Black/White,2190,Male,Yes,Monday,Nov,14,False,13,Afternoon
25504,A708846,Buttons,07-08-15 16:31,Return,Cat,Neutered Male,7 years,Domestic Longhair Mix,Blue/White,2555,Male,Yes,Friday,Aug,15,False,17,Evening
25505,A687391,Lee Anne,13-09-14 16:19,Transfer,Dog,Spayed Female,4 years,Cardigan Welsh Corgi Mix,Gold/White,1460,Female,Yes,Saturday,Sep,14,True,16,Afternoon
25506,A667951,Duncan,05-01-14 14:31,Adoption,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Black/White,3285,Male,Yes,Sunday,Jan,14,True,15,Afternoon
25507,A702755,Oscar,26-07-15 0:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,60,Male,Yes,Sunday,Jul,15,True,0,Night
25508,A685384,None,06-08-14 15:38,Euthanasia,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby/White,3650,Male,Yes,Wednesday,Aug,14,False,16,Afternoon
25509,A684097,None,19-07-14 13:48,Euthanasia,Cat,Intact Female,9 months,Domestic Shorthair Mix,Calico,270,Female,No,Saturday,Jul,14,True,14,Afternoon
25510,A692625,Markie,11-12-14 11:39,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,60,Male,Yes,Thursday,Dec,14,False,12,Morning
25511,A713241,Henny,15-11-15 18:47,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,60,Female,Yes,Sunday,Nov,15,True,19,Evening
25512,A720554,None,15-02-16 15:37,Adoption,Dog,Spayed Female,2 months,Chihuahua Shorthair/Dachshund,Black/Tan,60,Female,Yes,Monday,Feb,16,False,16,Afternoon
25513,A672958,Zoe,21-02-14 17:29,Adoption,Dog,Spayed Female,3 years,Miniature Pinscher/Maltese,Black Smoke,1095,Female,Yes,Friday,Feb,14,False,17,Evening
25514,A713189,Pitufa,05-10-15 17:14,Return,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Black/White,365,Female,Yes,Monday,Oct,15,False,17,Evening
25515,A684988,Oscar,01-08-14 18:13,Return,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black,365,Male,Yes,Friday,Aug,14,False,18,Evening
25516,A711601,Benclet,09-09-15 16:54,Euthanasia,Dog,Intact Male,6 years,Rottweiler Mix,Black/Tan,2190,Male,No,Wednesday,Sep,15,False,17,Evening
25517,A695739,None,22-01-15 9:00,Transfer,Cat,Intact Male,3 years,Siamese Mix,Flame Point,1095,Male,No,Thursday,Jan,15,False,9,Morning
25518,A684713,Magneto,06-09-14 11:39,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,90,Male,Yes,Saturday,Sep,14,True,12,Morning
25519,A703770,Mia,19-07-15 19:48,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,60,Female,Yes,Sunday,Jul,15,True,20,Evening
25520,A719043,Leo,27-01-16 17:54,Transfer,Dog,Intact Male,3 years,Pit Bull Mix,Brown,1095,Male,No,Wednesday,Jan,16,False,18,Evening
25521,A708038,Archie,01-08-15 0:00,Return,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Tan/Tan,365,Male,Yes,Saturday,Aug,15,True,0,Night
25522,A717388,Angel,07-12-15 13:40,Return,Dog,Spayed Female,10 years,Shetland Sheepdog Mix,Blue Merle/White,3650,Female,Yes,Monday,Dec,15,False,14,Afternoon
25523,A712424,None,23-09-15 9:00,Transfer,Cat,Unknown,4 months,Domestic Shorthair Mix,White/Blue,120,Unknown,Unknown,Wednesday,Sep,15,False,9,Morning
25524,A662043,Holly,01-06-15 11:42,Return,Dog,Spayed Female,6 years,Labrador Retriever/Pit Bull,White/Tan,2190,Female,Yes,Monday,Jun,15,False,12,Morning
25525,A676762,Adrian,04-11-14 18:36,Adoption,Dog,Neutered Male,1 year,American Bulldog Mix,Tan/White,365,Male,Yes,Tuesday,Nov,14,False,19,Evening
25526,A682555,None,30-06-14 10:45,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/White,30,Female,No,Monday,Jun,14,False,11,Morning
25527,A676817,Flecha,29-12-14 11:01,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,730,Male,Yes,Monday,Dec,14,False,11,Morning
25528,A710253,Trevor,25-08-15 15:15,Transfer,Dog,Intact Male,1 year,Miniature Poodle Mix,White,365,Male,No,Tuesday,Aug,15,False,15,Afternoon
25529,A670342,Hannah,17-12-14 9:25,Adoption,Dog,Spayed Female,5 years,Catahoula Mix,Brown Brindle/White,1825,Female,Yes,Wednesday,Dec,14,False,9,Morning
25530,A677643,None,02-05-14 18:36,Transfer,Dog,Neutered Male,5 months,Yorkshire Terrier Mix,Silver/Tan,150,Male,Yes,Friday,May,14,False,19,Evening
25531,A664342,Miso,18-10-13 12:06,Transfer,Dog,Intact Female,1 year,Japanese Chin Mix,White/Black,365,Female,No,Friday,Oct,13,False,12,Morning
25532,A643531,Macy,13-05-14 9:59,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Tricolor,365,Female,Yes,Tuesday,May,14,False,10,Morning
25533,A670055,None,05-01-14 18:38,Adoption,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Black/Cream,1825,Male,Yes,Sunday,Jan,14,True,19,Evening
25534,A690068,None,13-10-14 17:45,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby/White,7,Unknown,Unknown,Monday,Oct,14,False,18,Evening
25535,A670236,None,05-01-14 15:12,Transfer,Dog,Unknown,2 days,Pit Bull Mix,Blue/White,2,Unknown,Unknown,Sunday,Jan,14,True,15,Afternoon
25536,A715030,Buster,10-11-15 12:24,Return,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown,1095,Male,Yes,Tuesday,Nov,15,False,12,Morning
25537,A696217,Lexi,04-02-15 17:38,Adoption,Dog,Spayed Female,4 years,Miniature Poodle Mix,White/Brown,1460,Female,Yes,Wednesday,Feb,15,False,18,Evening
25538,A683271,Joy,21-08-14 16:35,Adoption,Dog,Spayed Female,6 years,Staffordshire Mix,Blue/White,2190,Female,Yes,Thursday,Aug,14,False,17,Evening
25539,A683936,Gia,22-07-14 18:09,Adoption,Dog,Spayed Female,7 months,Siberian Husky/Catahoula,Brown Brindle,210,Female,Yes,Tuesday,Jul,14,False,18,Evening
25540,A718746,Shasta,11-01-16 11:45,Transfer,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White,2920,Female,Yes,Monday,Jan,16,False,12,Morning
25541,A710948,Cordelia,04-09-15 18:34,Adoption,Dog,Spayed Female,6 months,Beagle/Boxer,Tan/Black,180,Female,Yes,Friday,Sep,15,False,19,Evening
25542,A684724,None,29-07-14 9:00,Transfer,Cat,Intact Female,3 years,Domestic Medium Hair Mix,Black/White,1095,Female,No,Tuesday,Jul,14,False,9,Morning
25543,A684031,Sawyer,30-08-14 18:43,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,60,Male,Yes,Saturday,Aug,14,True,19,Evening
25544,A694698,None,06-01-15 16:55,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White,730,Male,Yes,Tuesday,Jan,15,False,17,Evening
25545,A697018,Lola Bear,20-02-15 17:54,Adoption,Dog,Spayed Female,1 month,German Shepherd Mix,Sable,30,Female,Yes,Friday,Feb,15,False,18,Evening
25546,A713176,Cassiopeia,09-01-16 17:47,Adoption,Cat,Intact Female,4 months,Domestic Longhair Mix,Blue,120,Female,No,Saturday,Jan,16,True,18,Evening
25547,A703892,Opal Jane,13-12-15 0:00,Transfer,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,White/Brown,4380,Female,No,Sunday,Dec,15,True,0,Night
